0                                            {\n  "emotions": ["approval", "admiration"]\n}           1          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
19                                         {"anger": 0.8, "curiosity": 0.1, "neutral": 0.1}           0          0      1          0         0       0          0          1       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
20                                        {\n  "emotions": ["disapproval", "excitement"]\n}           0          0      0          0         1       0          0          0       0               0            1        0              0           1     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
21                                                             {"anger":0.5,"approval":0.5}           0          0      1          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
22                                                                           {"anger": 0.5}           0          0      1          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
23                                                                            {"anger":1.0}           0          0      1          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
24                                                     {"admiration": 0.5, "approval": 0.4}           1          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
25                                                                   {"emotion": "neutral"}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
26                                                              {\n"emotion": "approval"\n}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
27  {\n  "anger": true,\n  "annoyance": true,\n  "disapproval": true,\n  "disgust": true\n}           0          0      1          1         1       0          0          0       0               0            1        1              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
28                                             {\n  "emotion": [\n    "disapproval"\n  ]\n}           0          0      0          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
29                                                                  {"emotion": "approval"}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
30                                                     {"admiration": 0.5, "approval": 0.2}           1          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
31                                                          {"anger": 0.5, "approval": 0.5}           0          0      1          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
32                                                     {"emotions": ["approval", "caring"]}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
33                                                        {"emotions": ["approval", "joy"]}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    1     0            0         0      0            0       0        0        0        0        0  1
34                                            {\n  "emotions": ["disapproval", "caring"]\n}           0          0      0          0         1       1          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
35                                                                   {"joy":1,"approval":2}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    1     0            0         0      0            0       0        0        0        0        0  1
36                             {\n"anger": 0.5,\n"disappointment": 0.3,\n"approval": 0.2\n}           0          0      1          0         1       0          0          0       0               1            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
37                                                                            {"anger":0.5}           0          0      1          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
38                                                                         {"neutrality":1}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
39                                     {"admiration": 0.8, "approval": 0.6, "neutral": 0.4}           1          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
40                                             {\n  "emotions": [\n    "admiration"\n  ]\n}           1          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
41                                                                     {\n  "anger": 0.8\n}           0          0      1          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
42                                                                                {"joy":1}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    1     0            0         0      0            0       0        0        0        0        0  1
43                             {\n  "emotions": [\n    "annoyance",\n    "approval"\n  ]\n}           0          0      0          1         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
44                                                       {"admiration":0.2,"confusion":0.8}           1          0      0          0         0       0          1          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
45                                                 {\n"approval": 0.9,\n"curiosity": 0.1\n}           0          0      0          0         1       0          0          1       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
46                                                               {"approval":1,"neutral":1}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
47                                                            {"anger":0.5, "approval":0.5}           0          0      1          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
48                                         {"anger": 0.5, "curiosity": 0.3, "neutral": 0.2}           0          0      1          0         0       0          0          1       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
49                                                                      {"admiration": 0.8}           1          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
