0                                                                                                                                                                                                                                                                                                                                                                                                            {\n  "emotion": [\n    "neutral"\n  ]\n}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
1                                                                                                                                                                                                                                                                                                                                                                                                           {\n  "emotions": ["neutral", "caring"]\n}           0          0      0          0         0       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
33                                                                                                                                                                                                                                                                                                                                                                                                                            {"emotion": "approval"}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
34                                                                                                                                                                                                                                                                                                                                                                                                                {\n"anger": 1,\n"disapproval": 1\n}           0          0      1          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
35                                                                                                                                                                                                                                                                                                                                                                                      {\n  "emotions": [\n    "admiration",\n    "approval"\n  ]\n}           1          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
36                                                                                                                                                                                                                                                                                                                                                                                          {\n  "emotions": [\n    "caring",\n    "approval"\n  ]\n}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
37                                                                                                                                                                                                                                                                                                                                                                                                    {\n    "anger": 0.8,\n    "disapproval": 0.6\n}           0          0      1          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
38                                                                                                                                                                                                                                                                                                                                                                                                                                   {"approval":1.0}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
39                                                                                                                                                                                                                                                                                                                                                                                                                                     {"approval":1}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
40                                                                                                                                                                                                                                                                                                                                                                                                                             {"emotion": "neutral"}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
41                                                                                                                                                                                                                                                                                                                                                                                                                                     {"anger": 1.0}           0          0      1          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
42                                                                                                                                                                                                                                                                                                                                                                                                                                {"admiration": 0.5}           1          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
43                                                                                                                                                                                                                                                                                                                                                                                                                                    {"annoyance":1}           0          0      0          1         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
44                                                                                                                                                                                                                                                                                                                                                                                     {\n  "emotions": ["annoyance", "disappointment", "neutral"]\n}           0          0      0          1         0       0          0          0       0               1            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
45                                                                                                                                                                                                                                                                                                                                                                                          {\n  "emotions": [\n    "approval",\n    "desire"\n  ]\n}           0          0      0          0         1       0          0          0       1               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
46                                                                                                                                                                                                                                                                                                                                                                                          {\n  "emotions": ["disapproval", "caring", "optimism"]\n}           0          0      0          0         1       1          0          0       0               0            1        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
47                                                                                                                                                                                                                                                                                                                                                                                                                     {"anger": 0.5, "neutral": 0.5}           0          0      1          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
48                                                                                                                                                                                                                                                                                                                                                                                                       {\n  "emotions": ["neutral", "curiosity"]\n}           0          0      0          0         0       0          0          1       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
49                                                                                                                                                                                                                                                                                                                                                                                                                                {"admiration": 0.5}           1          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
